Avg_Area_Income,House_Age,Rooms,Bedrooms,Area_Population,Price,State
56119.33253,8,7,4,36041.27531,1236258.08,CO
84998.45891,6,6,4,28623.41032,1329007.203,AS
69604.42775,7,8,6,40684.07772,1704126.876,NV
70775.43488,6,7,3,40561.29711,1321888.268,MN
66236.84056,7,5,3,38906.85736,1113936.638,WY
57451.86827,5,8,5,38532.98003,1043628.37,AR
66293.8844,7,7,6,48877.50097,1663653.71,NE
69100.99031,4,6,2,46139.13676,969678.5673,AP
75729.76555,6,8,4,29996.01845,1183014.509,WA
58599.6156,6,7,3,26569.65872,957814.6031,NY
59498.07937,6,7,3,25401.10188,912891.6806,MP
72409.66649,6,8,6,40605.96743,1479758.318,SC
69316.79689,6,8,4,24448.21146,1431507.623,AE
68656.90677,7,9,6,43833.85344,1747911.496,HI
71240.25164,6,9,5,42566.50177,1563083.336,ME
73223.9423,5,8,6,41113.00677,1425745.297,NC
60968.33291,6,6,4,28483.81174,804453.8698,NE
65935.61261,5,8,4,36262.4269,1060440.596,KY
62773.52098,4,7,4,41389.36487,954737.1411,UT
69304.57095,5,7,3,29465.99961,1152604.142,UT
73218.99741,4,6,4,31619.5817,955943.809,VI
63787.53635,5,6,3,22449.534,433247.1566,WY
76613.08008,7,7,6,43250.98997,1718876.795,AK
64461.39215,8,7,2,34210.93608,1236874.809,PA
41533.01296,7,5,4,31685.40269,682200.3006,NY
79575.64154,5,6,4,31050.10281,1141916.525,MD
82185.4699,5,5,4,29258.98876,1162735.272,AE
69853.42418,7,8,6,41913.6369,1681340.635,SD
51519.61854,7,6,4,43258.6446,945981.5296,MD
48616.85537,7,7,4,29770.08343,854045.0138,NV
63324.58162,8,6,4,43281.57274,1372994.29,AA
65016.22381,3,8,6,15902.58202,414571.2229,ND
76855.86579,5,6,2,45388.31358,1240319.692,NM
75302.08258,7,8,4,42382.75153,1640646.67,MO
69438.70006,6,7,4,57775.26139,1537335.897,GA
75764.20019,5,7,2,36712.20014,1337966.927,AS
68814.92561,5,5,3,42285.98468,1085113.451,NH
60912.31622,6,6,4,20915.81605,905328.7691,CT
41007.45867,5,6,3,39526.56631,494742.5436,KY
61949.88399,6,6,2,42092.88416,1237360.718,KY
67421.66705,5,8,6,20167.03999,864899.485,PW
68428.39428,5,6,3,31074.12492,1002192.582,RI
61839.6479,6,7,4,17244.97025,800110.1189,KY
62835.25696,7,7,5,50097.95083,1410331.825,NM
72485.19746,4,6,2,43134.03806,1036382.766,IN
60945.7218,5,6,3,34162.95673,437146.0204,DC
83729.79177,4,5,3,12906.25485,624432.966,VA
57605.79912,7,6,2,49411.4113,1179440.832,AA
75358.4826,9,7,3,21319.9943,1740404.967,AK
53927.41281,5,6,3,37875.55012,706135.1446,HI
60776.38714,7,6,4,28318.75042,870252.411,WI
69648.51395,5,7,3,36038.95905,1106149.686,VA
59295.68011,5,8,4,46784.53859,1192677.55,ND
97548.31041,5,7,3,39089.41571,2026303.098,WY
61688.68294,7,8,6,35552.99118,1311473.323,AA
72469.54178,6,8,3,27227.81339,1123386.531,UT
76048.37232,7,8,6,22469.52253,1205750.232,VA
79186.45041,6,9,6,17840.11679,1582140.06,GA
49220.03779,5,6,2,46981.9261,573434.6642,RI
80040.17331,6,8,6,29699.01164,1735826.005,GU
51995.58286,7,7,2,47073.79792,1052185.176,IN
52711.11815,8,8,4,25594.16903,1151281.847,HI
56934.46081,8,8,3,37076.19846,1531216.894,AP
66760.70176,6,6,3,42292.5646,1103352.601,MN
52376.61152,5,4,2,34189.14346,308199.8912,NE
70224.3205,7,7,4,40274.16665,1423296.118,NJ
62612.9093,7,7,3,40789.82581,1315684.457,PW
80284.99543,5,4,2,23457.1264,637951.9056,IL
66811.70125,6,5,2,33499.33275,1027191.029,WV
51142.40602,5,7,6,41872.64328,729678.6262,AE
90535.16522,6,6,2,42249.32493,1676770.331,NY
93185.81349,6,7,2,23723.07475,1569121.917,MO
70743.19551,5,5,3,26897.71205,874969.6969,KY
56024.54774,7,7,4,36215.96255,1172413.197,NE
76224.72735,6,5,2,50003.26101,1538985.189,KY
89671.01982,4,9,5,15625.55284,1286572.979,PW
89825.65567,7,7,3,18598.25608,1646033.41,AZ
61013.71988,7,6,3,34771.65985,1147313.02,MH
63362.22547,6,6,4,34971.82435,976483.5805,HI
57086.37459,6,7,4,39002.90125,1073350.044,AL
69044.94212,4,6,4,34764.29222,1084255.678,HI
81438.58143,5,7,2,43340.29356,1432252.081,IN
78299.64248,7,8,3,39298.23552,1676070.943,NV
87386.38473,6,6,4,31735.76329,1580557.01,CT
83149.78405,6,6,3,45985.94575,1549873.88,HI
94085.47298,6,9,5,31011.36681,1989672.524,AL
60710.16208,5,8,6,44101.24053,1286980.807,IA
71309.25017,8,8,4,32356.99738,1752967.605,ND
93303.68385,5,8,3,38162.61295,1529711.14,SC
85631.08446,6,9,4,42811.78159,1710612.03,AS
51359.96759,6,6,2,40796.67545,774009.5476,KY
75868.77233,6,6,3,39295.70265,1536143.592,FM
82733.05492,6,8,6,39060.76508,1662939.097,RI
67043.19535,6,6,4,53738.6269,1443027.263,NM
67037.2691,6,7,3,41042.43087,1282258.093,SC
56696.5107,7,9,3,26083.32069,1245967.799,KY
65837.11694,6,7,4,18249.7206,1025908.914,SC
79477.86951,6,7,3,30411.18439,1380070.45,WI
55048.33202,4,6,2,25092.6697,288708.9121,AP
80613.46057,5,8,5,35692.27654,1247581.212,AR
76848.1888,7,8,6,43978.25754,1767399.29,AR
83586.90156,7,7,5,34277.63076,1588549.501,IN
86343.43787,6,7,3,35780.35499,1685217.105,PA
65846.17104,6,7,3,28214.36355,928950.0032,WV
69577.13762,6,8,5,48122.10195,1565931.192,WY
61581.04805,5,7,2,43070.51539,926882.9195,PR
79097.134,6,8,5,43950.66238,1770616.93,AA
68988.29046,6,8,4,28734.93792,1279353.925,RI
46926.37115,5,5,3,53820.13278,530764.6725,AL
84708.41206,8,8,4,28218.62328,1874895.602,FL
79619.35414,6,7,6,34605.39462,1422890.021,FL
61795.47654,7,7,4,40719.12679,1245788.303,SD
54621.01694,6,7,5,44500.35194,1248130.521,KY
70153.87583,7,7,4,31863.40005,1535564.552,NC
79292.80759,7,8,4,27772.67247,1709441.806,KS
67348.10334,5,9,4,52158.01714,1433260.228,MN
73355.69291,7,8,6,28007.89573,1282758.903,AA
68958.02128,6,8,3,46682.34049,1682708.617,AE
44088.27418,8,6,2,31032.9203,624482.7636,NV
80650.40398,5,8,6,54516.28746,1651684.774,WY
57945.32298,5,7,3,23040.41358,768034.5331,NE
63625.81215,5,6,2,35778.45867,1001876.606,TN
60684.04453,7,8,6,42643.14291,1500821.469,AP
90160.69097,3,6,2,34010.04983,1273988.483,DC
62016.07654,5,7,2,48896.82012,1031046.365,HI
79261.14911,5,8,6,36128.9901,1508198.672,NE
49205.82261,6,7,4,30395.77604,773996.4762,AK
84973.88843,7,8,6,38072.39536,1723706.759,AE
80573.79195,4,8,3,34411.86808,1260826.638,DE
71062.07957,7,7,4,30770.84682,1367142.717,AS
85828.01284,5,7,5,29248.28287,1303091.91,GU
67868.79881,7,6,4,32732.16105,1341870.354,RI
72778.91697,6,8,4,24559.01379,1188416.806,WY
73304.90271,5,8,6,24283.86989,1155077.131,GU
68025.57066,5,7,4,35478.58299,1048969.493,NH
81024.78205,6,7,2,25837.86448,1319478.287,GU
69289.18068,5,6,4,40695.79786,1022408.901,IA
72695.11514,5,7,4,48115.42078,1394970.599,MN
67568.93163,5,8,4,36474.988,1183343.566,MH
76503.55092,6,7,4,42154.3566,1259919.983,AZ
66273.74016,5,7,2,12950.56691,579585.698,AP
57736.42839,7,7,4,45688.1025,1591188.348,UT
73505.12616,7,8,6,31536.84908,1437153.959,OR
60537.86806,5,7,3,31247.58047,851018.9558,WV
66544.73679,6,6,2,34141.69988,1321037.414,IN
60754.63362,6,6,3,29425.4062,1112286.046,MH
86160.98932,4,8,3,47757.31798,1509968.985,AA
44577.15263,8,7,5,27835.53654,959625.5302,AK
61951.48993,5,7,6,38737.28386,1032180.378,AS
79027.73784,6,7,3,21387.62999,1232014.527,AZ
69186.62252,7,6,4,49505.7837,1575100.913,ID
84268.22448,4,7,4,31182.38802,1257433.086,WY
93719.47075,7,8,5,39900.44995,2173808.628,PR
65218.34826,6,7,5,34863.85935,1115549.268,UT
78169.52469,6,5,3,44503.91741,1397956.196,AE
63907.71655,5,8,4,28299.46331,1003905.06,FL
74867.52659,6,6,4,57841.21935,1614373.964,AA
73950.97623,6,7,2,30518.81801,1463367.821,KY
74158.85755,4,8,3,32580.53936,966620.5141,OH
63280.70798,7,8,3,43031.5617,1453663.252,PA
75869.23511,6,8,5,32436.28634,1321388.619,HI
61171.88271,4,7,6,41919.9011,910512.6354,GA
66120.41947,6,8,5,28439.35889,1029354.495,FL
79566.91698,5,7,5,49311.75778,1608889.263,VT
84020.49759,5,7,4,25975.50583,1458009.211,VA
83936.34197,8,6,3,55471.78338,2198564.573,NE
60007.1358,7,6,4,47734.40706,1281777.581,RI
60125.80627,7,7,3,25424.03483,1196643.385,CT
70580.43789,6,8,3,36626.70399,1578493.708,AR
53029.35326,4,7,2,34472.30374,430088.2507,MS
55289.10814,6,7,5,30773.25899,677988.2555,CA
71776.6176,5,8,5,29802.46229,1085534.179,NJ
75999.69752,6,7,4,35183.72026,1634781.274,AS
56265.97431,6,8,3,40493.06398,1167449.99,MH
61590.89403,7,6,4,34460.00827,1067727.095,MD
71172.48906,6,6,4,23264.37052,887739.4321,OR
57925.00217,3,7,6,40177.87672,842924.5538,LA
75025.96429,3,6,4,33970.36011,864067.0615,PA
53080.44345,5,6,2,23763.19723,508951.5669,MH
64629.46279,6,5,3,46877.14557,1223777.498,VA
62559.29882,4,8,5,44521.76285,1029037.429,AE
90691.208,5,7,6,20846.53982,1487997.879,PR
77700.59421,7,9,6,38827.40581,1836419.641,NE
66141.1916,5,8,4,37355.86464,1148066.813,PA
79990.0533,6,6,4,37816.79808,1318681.04,TX
76293.94432,5,6,4,40712.39777,1174481.066,HI
76255.78958,6,8,3,41297.07496,1522954.939,NE
76365.18056,5,9,3,19991.6334,1132146.32,ID
73438.58707,6,6,3,33285.95091,1212461.526,VT
46474.31697,7,8,5,28182.0961,864132.0331,GU
68562.02453,6,7,3,35476.1688,1336377.825,IA
63785.55128,7,6,5,67353.9652,1747244.863,AA
71320.8678,4,7,4,47871.97184,1398353.591,MD
93128.72101,6,8,4,42100.83412,2020158.363,AP
71833.87358,6,5,3,31326.33864,877779.3441,OK
51815.36419,6,9,3,43604.79288,1255202.11,OR
69245.88578,6,6,2,37597.86841,1173413.55,CT
63765.49622,7,8,5,34303.41035,1326680.244,LA
81844.45584,5,7,6,51937.43709,1585521.989,MS
62798.23298,6,6,3,34652.25789,1106336.838,AA
56281.20523,5,8,6,29141.73978,962501.9015,AZ
67059.96664,7,8,5,51237.3884,1408074.53,NV
58385.21537,8,6,2,41930.37501,1266209.753,ID
70259.06839,7,8,6,54050.64469,1741052.96,NJ
87929.45357,6,6,3,44486.38307,1636559.241,LA
94733.97128,8,7,5,46314.69005,2318285.703,ND
73504.88839,5,9,6,47118.42063,1409892.09,OH
78643.17171,7,6,3,13889.07602,1166198.116,AA
78318.81449,6,6,2,41569.39645,1393995.962,MO
63639.91745,6,8,5,41448.75225,1462608.696,WI
81728.43857,6,8,6,51629.31874,1922281.305,VA
89551.73165,6,7,2,43964.65845,1587406.303,CT
49493.29608,6,8,3,39909.1753,967868.5146,NY
61461.49681,5,8,4,49688.03647,1426545.967,MN
72692.59086,6,9,3,33125.49643,1725429.749,SD
79702.38615,7,8,6,46270.33064,1753820.622,AK
54994.91829,5,6,2,15444.48261,321058.9607,AL
57327.98859,7,8,3,28945.546,1089601.882,LA
74585.8398,4,6,3,48051.64765,1137523.111,ND
77334.28651,5,9,4,37905.98378,1371670.389,OH
77132.79554,7,6,2,47450.66815,1595620.557,UT
96778.12107,5,8,6,37480.70005,1899948.059,NJ
52046.54354,6,6,3,41715.54558,674657.9107,ME
78350.59665,7,8,6,23052.84681,1555490.621,NE
61602.03813,5,7,3,45188.13964,1194191.879,MP
84452.45507,5,8,4,38221.13575,1482107.37,AA
84712.91002,6,7,4,11072.49853,1154917.394,VI
61492.92159,6,6,3,37743.40275,1050838.704,MA
37971.20757,4,6,3,33267.76773,31140.51762,MT
73158.73965,8,9,3,25175.43125,1748864.715,DC
74622.16435,7,6,3,30736.52839,1287030.932,IA
58956.26185,7,7,6,38529.64117,1237246.145,NE
69253.90435,6,9,3,22524.57848,1259733.644,GA
47549.63997,6,8,5,43526.16153,1028914.315,IL
73271.88723,6,7,3,39446.31306,1388218.529,NY
61478.63393,4,6,4,36837.81793,637189.9594,DC
62317.21427,8,7,3,47836.24614,1717570.53,MD
65464.19839,5,7,4,26065.69266,729688.5926,GA
87883.58429,8,6,3,41012.62101,2049146.63,AE
67819.25458,7,7,3,37515.539,1340705.119,GA
65659.58698,7,5,2,40337.23425,980983.211,NM
68827.55503,6,7,2,45935.96164,1518169.444,TN
71152.75617,3,7,3,40951.2393,1002840.229,LA
80939.63457,6,8,3,27771.54451,1499920.594,AL
66860.59191,8,7,5,36035.5419,1496577.459,MA
64314.5062,8,7,6,37217.64338,1526915.349,SD
63867.10459,6,9,4,14522.65907,917610.8884,VA
81220.07057,6,7,2,32859.51765,1572990.374,AS
60880.58387,6,7,3,42877.51749,959416.4367,MP
66553.39912,6,7,2,23632.23041,960083.9969,VI
72896.248,6,8,3,40426.5267,1526025.659,LA
59160.09335,6,7,3,23252.90621,1006885.844,AP
66412.82665,5,6,3,50996.64476,1105105.053,NE
67026.44049,6,6,2,27677.88278,625880.7321,DC
77151.91217,8,8,4,27117.79843,1799827.22,MD
69799.15198,6,6,4,38340.7314,1152798.579,AP
55768.79192,5,6,4,47989.68021,846095.9673,ID
81699.17667,6,7,3,19502.02714,1387864.89,FL
57367.83189,6,9,4,47734.10221,1414286.722,VT
80488.78931,5,5,2,36743.26834,1273308.71,MS
68091.17968,5,8,3,44557.37966,1489648.018,PW
82587.58644,6,7,3,55932.22273,1765988.264,DE
57407.72341,7,6,2,27117.8921,934111.6355,IN
64332.46664,4,8,5,30812.59819,1095879.443,GU
66039.73844,5,9,6,15612.67721,876348.8176,CO
62397.07973,6,6,3,40739.87735,854945.5067,MD
84810.86807,6,7,2,28392.29036,1349743.146,ME
67051.25027,4,7,3,39735.70449,970825.5964,MT
83907.37141,6,7,3,46091.78913,1796009.504,ND
62345.8226,5,6,4,41982.90667,934492.3424,ME
60960.46354,4,8,3,28171.98501,584061.2474,KY
68353.72575,5,7,5,27804.83013,895845.5655,PA
58661.5568,7,7,4,17467.94423,696040.1299,ND
66131.00223,6,7,2,40979.53039,1204137.323,MP
67351.23819,6,6,4,47175.78766,1413729.757,PA
59933.13799,5,6,3,28593.00921,607873.7728,GU
60840.49097,5,7,2,36241.30099,971099.4754,NV
94712.11582,5,5,2,49411.88783,1714055.837,GU
74469.21357,7,8,3,46500.05743,1956438.651,WI
78753.39011,6,9,3,50350.27065,2013015.746,AK
80233.2283,5,7,5,26263.05496,1390497.566,HI
84473.27338,5,7,4,31608.06227,1529452.062,WA
78049.60465,4,6,4,42857.37096,1143215.029,MS
93178.4867,6,7,6,42808.64778,1949577.954,HI
69949.35407,5,6,4,37358.20127,1057799.242,GA
85903.37586,6,7,2,25593.11792,1585873.833,NH
65283.63689,6,7,4,37824.71167,1168993.759,CT
79191.81762,7,6,4,35107.13908,1431915.977,CT
72242.59666,5,8,6,43987.87713,1409439.076,SC
63125.75538,7,8,3,51218.99899,1496724.381,MD
78581.2619,6,7,4,50891.20239,1566567.883,LA
59481.78201,5,8,4,31200.96783,986113.2395,FL
66770.22003,5,7,4,33238.33274,885611.5783,KS
75368.58869,6,7,3,32075.26752,1102259.539,AE
60419.89076,7,7,2,38272.92156,1268125.838,VT
78555.1295,8,6,4,34514.15856,1580691.617,UT
82073.52162,5,7,4,36337.02712,1128644.462,SD
64254.16327,5,9,4,58051.03905,1524689.063,AS
53432.58657,7,9,5,36804.94867,1176420.559,MA
67883.12867,7,8,5,34639.41154,1456273.724,UT
91832.98969,6,8,4,31105.11339,1777516.449,IA
70670.87889,7,6,3,23592.15759,1237902.82,MN
70315.42927,6,6,4,49697.93279,1385783.517,LA
48362.98195,6,8,4,49354.12973,1035125.857,VT
74022.13942,7,6,4,30053.43719,1358899.686,AA
65182.71263,5,8,6,48109.1123,1311145.968,ID
54048.69105,4,8,5,42177.96629,919926.9985,RI
72283.94853,5,6,4,40277.39454,985866.0316,NC
82476.02893,5,6,3,30985.33652,1196204.886,AL
79771.83047,6,7,5,30611.54333,1435981.22,NV
57236.16689,4,8,3,24726.10474,752800.1475,WA
43952.33621,5,7,4,25139.44994,324981.993,TX
56721.45495,7,8,3,22904.14664,1127637.557,SD
56654.96239,5,5,3,25801.96593,239319.9342,MO
40185.73389,6,6,4,37766.66757,529282.0844,MH
71227.38881,7,8,4,20096.29142,1455691.797,AL
52444.86386,8,7,4,39288.46015,1371527.327,PW
56825.74733,7,8,6,43474.77738,1231452.189,NV
55621.8991,4,7,2,63184.61315,1102641.114,DE
66510.00932,5,6,2,29293.61895,758262.6121,FL
62639.15981,6,5,2,27812.68591,476971.4559,GA
79452.82306,6,7,4,44852.0925,1706689.94,AK
83137.39364,5,6,2,30482.56459,1079745.119,AE
69143.47076,5,7,4,24405.28272,766594.3397,IA
68277.67278,6,5,3,38099.86749,905045.2177,WI
72251.03755,7,7,4,34878.59725,1425114.718,ME
71373.97904,5,7,5,51509.59929,1512542.441,SC
81503.47406,7,7,3,46674.36501,1650342.131,MA
60569.19993,8,8,3,16351.20287,1112548.479,NH
72683.52988,6,7,3,18539.1007,942508.9622,ID
73763.56611,6,8,4,38550.70736,1642844.649,MS
75780.62112,5,7,4,34944.98176,1078713.227,NC
77882.87702,6,7,6,27528.74642,1333865.438,MA
70608.37229,4,7,3,24387.6079,684049.9193,PA
67782.87109,6,8,6,46608.22612,1311067.446,AK
57714.75253,5,8,5,53100.99891,1172133.487,MI
88613.8699,3,8,5,42905.09538,1419536.259,IN
73559.42856,6,7,4,34374.5912,1288426.694,VT
81775.62655,6,7,6,30070.72806,1500939.827,UT
42462.09959,6,8,4,42191.77602,1000087.121,RI
72096.85211,6,9,3,31584.37937,1457767.533,PA
43921.99999,6,7,5,42250.79603,747933.4869,MD
64114.95832,7,7,3,25273.20785,1024738.285,ND
77573.87071,5,8,3,39055.11426,1517666.855,PW
70036.83153,6,6,2,25064.26712,953840.6976,MP
71183.73751,5,7,4,46955.01013,1375497.973,ID
67315.59537,7,9,4,37811.20888,1645530.056,VA
72813.80169,9,8,3,35014.84821,1727006.951,VI
73023.32561,6,8,5,40512.89327,1597330.411,IN
67569.87705,7,7,4,49054.8713,1688279.308,IN
69972.85225,6,7,4,37815.49404,1398310.2,AK
73231.05159,5,5,3,40788.10928,1100093.909,AZ
80577.73068,6,8,5,36463.03327,1505560.54,MT
64754.56545,8,6,2,27143.01692,1105990.694,KY
55435.64378,5,8,5,23503.16064,789043.8512,NV
65510.66003,4,5,2,45111.81139,756319.734,AE
82855.94,7,8,5,36954.33556,1856782.783,AR
89338.45337,4,7,3,41264.90672,1222020.821,IA
45990.12374,7,7,3,41553.83956,1043968.399,FL
76801.49678,6,7,5,48481.66451,1673294.246,GU
61606.92174,7,6,2,40496.06977,1325860.533,AP
65428.3117,7,8,5,33141.30823,1236044.316,NE
56697.58515,6,6,2,37973.36334,1030759.7,SC
92151.66658,6,7,2,37067.68246,1609581.804,MP
78555.93285,6,6,3,29758.99972,1292287.095,TX
72204.15622,5,8,5,28943.15764,1057697.703,MI
51741.87097,8,4,2,32730.92971,768152.791,ME
71082.11278,8,7,4,31327.51888,1513427.551,IA
71328.70444,7,7,4,28053.0164,1429497.617,TN
67150.06069,6,8,3,39917.87889,1376969.929,NM
59777.37269,5,6,2,37836.51782,614700.7371,WA
62725.40054,6,7,5,19750.68908,780608.9935,MI
65533.41492,6,7,4,25002.19225,856548.9441,AA
78293.70356,6,7,2,47125.53294,1656080.089,SD
74371.33688,7,7,4,33186.70176,1249914.079,WA
56664.40439,7,6,2,28364.28666,817460.4216,MI
60058.90615,6,6,4,33581.82371,990893.1601,PR
63757.05147,6,8,4,27244.43911,972079.5876,CO
81026.60678,6,8,4,24407.24318,1349989.647,AA
83683.36054,6,7,3,38399.83571,1303542.283,DC
56103.917,5,4,3,41330.60856,593766.1848,HI
67454.2131,5,8,4,49237.40432,1243918.811,NH
67631.23514,8,6,2,24624.6478,1395855.656,DE
52988.0296,7,7,3,37791.01751,1112314.303,FL
59549.91391,7,6,2,14906.24662,850010.1816,ME
58832.50404,6,8,5,30200.10651,931787.6179,ND
76717.37134,5,6,4,34944.0686,1011140.799,MH
73422.8322,5,5,3,50997.64971,1190442.123,FM
59128.31877,6,6,2,45592.38758,916140.2212,OK
65614.78487,5,8,7,39353.68393,1222045.091,AK
68851.402,7,7,2,22121.54729,1232156.012,MT
43531.85659,6,7,2,37388.8526,652752.9727,CT
53763.52801,7,8,5,32306.66852,1219846.919,KY
68948.40633,8,8,5,40078.54357,2050988.497,IN
70795.29885,6,8,3,29887.45168,1359052.846,NH
72443.69473,5,8,6,31190.6707,1308773.078,OK
82781.64934,6,8,4,39587.95296,1573998.902,MS
67428.64356,5,8,6,40897.02521,1182980.604,AA
65841.30879,6,6,2,48253.27664,1029861.623,FL
72257.50957,5,7,4,33543.04806,1085943.076,AR
74243.74684,6,8,4,40328.23344,1713351.394,AA
71758.58762,6,7,2,42115.14602,1297619.348,AP
67511.12733,7,7,3,23162.54734,1096052.868,DC
71301.00707,7,8,4,44869.50695,1920527.53,RI
55784.47534,8,6,2,29304.17222,1035171.06,KS
66840.69532,7,7,6,32705.94933,1218011.061,KY
58098.04984,7,6,3,43299.01077,1106705.011,AA
66252.14479,5,6,3,33656.23096,664978.8738,AS
73226.20051,7,7,4,30464.04404,1316129.309,VT
70138.51256,6,7,4,33434.11259,1398760.047,AA
65041.69131,6,6,4,14486.82595,759799.8758,AR
68167.07984,6,7,2,13977.62978,776906.3269,ID
61300.75352,6,8,4,29408.94639,971928.9869,GU
65175.54822,7,7,3,29829.0628,1180091.498,FM
79037.52157,6,7,2,30037.99135,1201785.667,SC
75985.80472,6,7,5,50003.08659,1591234.773,AK
35963.33081,3,8,3,24435.7773,143027.3645,PR
65069.90172,6,6,3,36778.29264,1091143.399,WA
60712.19769,6,7,3,47783.30489,1249173.691,GA
77456.1916,7,8,3,45581.92161,2002028.632,DC
61370.32349,7,7,4,20600.511,824540.8964,IL
79863.28594,7,6,3,35048.26334,1511526.921,AZ
57980.95419,6,8,6,25053.9749,994257.5352,NC
63600.68699,7,6,2,53539.19695,1345296.554,MT
62113.52207,5,8,6,29401.14446,1166399.672,ID
82810.89479,7,7,4,39779.64723,1820981.219,MP
69380.83777,6,6,4,25327.6867,1023965.403,FM
69632.04046,5,6,2,34641.56508,889385.9016,AP
60377.60711,4,7,4,29114.28814,616738.2083,NJ
82103.49934,7,7,6,49015.28465,1784260.849,IA
49856.2305,7,7,5,51528.83585,1050541.314,AP
68386.9825,7,7,2,37894.64968,1389223.607,AA
78288.95759,6,8,5,29197.3365,1423908.258,AP
60762.46566,5,8,3,46303.3646,1069238.5,FL
58913.30315,5,8,3,45563.71701,1007856.266,CA
65580.05597,5,7,3,48220.31523,924346.1648,AZ
77021.4165,6,8,3,27855.39454,1453312.468,RI
78276.57243,4,5,4,21371.92379,782656.0804,MT
71336.15008,5,8,3,25377.13674,803689.1519,MA
77528.123,7,8,4,23976.71385,1439875.64,AR
68195.03375,7,8,6,26921.60365,1270869.783,PA
70834.02071,4,7,5,53490.13478,1347279.207,PA
94670.04592,7,8,4,39522.90957,2186194.793,TN
48524.42769,7,7,2,41554.0704,1082486.679,NV
83403.44525,7,9,3,26319.72001,1700109.608,AA
75219.09502,7,7,3,37863.58218,1623100.84,AL
68145.92039,5,6,3,39187.76583,943309.4486,ND
84913.97675,5,7,2,46136.0299,1409684.485,TX
82336.99245,7,6,3,37965.37421,1326481.675,DE
51962.16124,6,7,3,17403.09075,404643.6022,SD
57169.41546,6,6,4,47966.91683,1176655.085,ND
57925.0447,3,7,2,43867.84454,633875.9302,RI
77905.82719,5,8,6,29282.57381,1390251.42,AP
62714.55443,5,5,3,41998.56888,861138.1836,NJ
64901.03107,4,7,3,47452.38543,1151233.095,TN
51156.73943,6,7,2,25753.28312,686644.6104,AR
63766.77164,7,7,6,33036.19962,1261681.961,FL
61460.93949,7,7,6,40814.92851,1327811.343,FM
61907.59335,7,6,3,43828.94721,1339096.077,CO
72805.14665,5,7,6,30874.69886,987355.9609,AP
66204.56507,6,9,5,36185.05006,1384478.305,MS
74548.1431,6,5,3,40444.19117,1168919.401,AP
76453.79463,6,6,4,51497.66578,1522099.831,NV
79354.6176,6,5,3,31568.89569,1260374.966,AE
70064.23658,5,5,3,28122.23338,857762.317,AA
74559.71664,5,7,2,29892.06843,1126450.426,MT
82321.73111,6,7,2,48616.26463,1574084.927,ME
43526.81459,6,6,3,39760.2064,469262.8156,AR
71769.85888,6,7,4,28173.39447,1114169.037,GU
89056.92119,3,7,6,60658.29587,1792368.627,AP
66418.43057,6,8,3,45319.99304,1383842.185,MI
44439.87401,6,8,5,37934.96743,691318.2401,NC
69343.00931,6,9,5,30113.83269,1245070.338,OK
95997.6711,7,7,3,47128.88099,2220799.069,UT
62616.16582,5,7,2,31010.22142,854815.1175,ND
76393.84648,7,9,3,46361.69458,2092348.377,PW
55840.1656,5,8,3,30795.10799,781213.0669,AE
69882.27393,6,6,4,19544.75196,726883.8689,WV
87099.18849,7,6,3,44581.74758,1640990.378,KY
67716.74822,6,8,5,40562.18895,1535781.96,GA
69624.78634,7,7,4,57644.20907,1737759.05,WI
78706.67574,6,8,4,36414.72945,1550702.478,OH
61321.58936,5,10,5,29888.76471,1348873.427,VA
62709.71267,6,7,3,34182.49617,955445.8537,TX
66300.50528,7,8,6,38501.9551,1467910.569,NC
75126.80508,8,8,5,36544.31859,1742938.776,FM
68251.83533,8,7,6,38203.17353,1795630.913,OK
85175.20063,8,7,3,3285.450538,1305972.22,WI
62381.92329,7,10,6,31391.26847,1433542.021,MP
69099.40351,6,5,3,37540.31003,921396.9753,MI
73246.82218,5,8,4,47332.13862,1405399.855,OH
59901.82895,6,8,6,30210.76466,1088548.827,ME
55038.05911,4,9,5,27701.02065,738030.6499,AA
69505.11151,7,11,5,48112.20017,2235294.718,CA
67964.83178,7,6,3,52831.15311,1564252.526,TX
71112.3503,6,7,4,24134.414,1309937.399,VA
76759.26928,8,8,5,23752.36101,1660770.002,IA
82988.42745,6,8,5,31142.84203,1485418.102,NV
71106.73804,5,6,4,25861.92823,886124.7256,MS
75516.46278,6,6,4,35521.04918,1411024.044,WV
60805.1033,4,7,3,31185.88333,671343.9418,LA
61865.42322,6,6,2,41492.18017,992585.3823,DC
64241.79223,5,7,6,27768.58455,944590.1588,MD
77697.23565,6,7,4,40523.2893,1399909.049,DC
63044.4601,6,6,4,32725.27954,865099.5234,ND
74102.49086,6,7,4,43971.51414,1394423.556,AE
62514.10856,5,6,3,40891.61563,813807.6997,MS
63237.56576,7,5,2,55849.94806,1316180.494,AA
75951.45249,5,7,3,31125.55873,1212205.341,KY
66803.01636,6,9,5,57970.24279,1769484.893,AE
45347.15068,6,7,4,31335.59502,541953.9057,NC
67722.84636,7,7,4,37869.93681,1494101.445,VA
58108.48878,5,5,3,37642.02655,856022.8625,AP
60871.60378,6,7,6,38111.35302,1427842.506,DC
76087.15419,5,8,5,27616.09545,1228138.129,RI
73965.37027,5,7,2,34440.64065,1168627.651,PR
69931.4011,6,5,2,52079.18818,1389287.474,AZ
